"","food_o","grooming_o","jump_climb_o","legs_o","moving_o","perch_o","resting_o"
"food_d",0.445287044049335,0.00997226979575981,0.170810139746883,0.258082309468676,0.37745054572657,0.336971639507803,-0.0829159685147107
"grooming_d",-0.0574371777768727,0.787797400067549,0.0929012362893426,0.00296693145965804,0.0440445638363346,0.0959243461447154,-0.0739167123002436
"jump_climb_d",0.337330373500557,-0.0147322596675547,0.843118885192272,0.670663303459891,0.628269015648574,0.744386982205162,-0.152226856574429
"legs_d",0.199457784657439,-0.29173661205241,-0.0961168990147732,0.371979582010095,0.207028928793675,-0.16640640763478,-0.0378089779622843
"moving_d",0.571995323103216,-0.0643741562682904,0.488290159429821,0.820920293215308,0.861769311436817,0.274661581214794,-0.042336501067271
"perch_d",-0.0905902824658852,-0.0521030207207776,0.304580156835657,-0.0300193513271918,-0.00458656924319006,0.396597926548873,-0.0910819674952967
"resting_d",-0.151555653242108,-0.0749335756482496,-0.142769231712273,-0.148070976794972,-0.16575681277051,-0.111894177695046,1
