!table
!version 300
!charset WindowsLatin1

Definition Table
  File "M5695610810504.ecw"
  Type "RASTER"
  (695000,6108000) (0,6667) Label "Pt 1",
  (696000,6108000) (6667,6667) Label "Pt 2",
  (696000,6109000) (6667,0) Label "Pt 3",
  (695000,6109000) (0,0) Label "Pt 4"
  CoordSys Earth Projection 8, 33, "m", 147, 0, 0.9996, 500000, 10000000
  Units "m"
