!table
!version 300
!charset WindowsLatin1

Definition Table
  File "M5698610010504.ecw"
  Type "RASTER"
  (698000,6100000) (0,6667) Label "Pt 1",
  (699000,6100000) (6667,6667) Label "Pt 2",
  (699000,6101000) (6667,0) Label "Pt 3",
  (698000,6101000) (0,0) Label "Pt 4"
  CoordSys Earth Projection 8, 33, "m", 147, 0, 0.9996, 500000, 10000000
  Units "m"
